LlaDA_ROUGE-1,LlaDA_ROUGE-2,LlaDA_ROUGE-L,LlaDA_BLEU-1,LlaDA_BLEU-2,LlaDA_BLEU-3,LlaDA_BLEU-4,LlaDA_BLEU,LlaDA_METEOR,LlaDA_BERTScore-F1,id
0.3866,0.1356,0.2773,0.1787,0.0962,0.0579,0.0319,0.0319,0.1499,0.1575,1798
0.4718,0.2591,0.4205,0.3816,0.2749,0.2143,0.1731,0.1731,0.3194,0.2745,1799
0.3882,0.0936,0.2532,0.1715,0.0759,0.0403,0.0139,0.0139,0.1587,0.2327,1800
0.4,0.1905,0.2706,0.3294,0.2077,0.1276,0.071,0.071,0.2476,0.2624,1801
0.4568,0.225,0.3086,0.3537,0.2289,0.1806,0.1512,0.1512,0.3457,0.2099,1802
0.5854,0.3744,0.5268,0.4436,0.3374,0.2566,0.1944,0.1944,0.4149,0.2982,1803
0.3041,0.0947,0.1871,0.2118,0.087,0.0209,0.0103,0.0103,0.1559,0.0514,1804
0.3386,0.1032,0.189,0.1744,0.0764,0.0304,0.0108,0.0108,0.1274,0.0162,1805
0.3782,0.1864,0.2857,0.2024,0.1315,0.0842,0.0432,0.0432,0.2325,0.2412,1806
0.5857,0.3333,0.5143,0.4198,0.3157,0.2604,0.2234,0.2234,0.548,0.4101,1807
0.3982,0.1161,0.2478,0.1649,0.073,0.0308,0.0113,0.0113,0.1286,0.207,1808
0.5098,0.1987,0.3791,0.3464,0.2163,0.1369,0.0919,0.0919,0.3224,0.2923,1809
0.5031,0.2733,0.4049,0.3837,0.277,0.2018,0.1561,0.1561,0.4527,0.414,1810
0.4247,0.2083,0.3288,0.2375,0.1551,0.1072,0.0752,0.0752,0.2373,0.3142,1811
0.385,0.1297,0.2781,0.3023,0.1571,0.0634,0.0227,0.0227,0.2,0.1985,1812
0.4848,0.2041,0.3636,0.3627,0.2161,0.1327,0.0697,0.0697,0.3271,0.3637,1813
0.4233,0.1925,0.2963,0.3221,0.1805,0.1036,0.0711,0.0711,0.2039,0.2593,1814
0.288,0.0976,0.24,0.1183,0.0359,0.0112,0.0063,0.0063,0.1884,0.0605,1815
0.5506,0.2841,0.3933,0.4421,0.3067,0.2232,0.1641,0.1641,0.3896,0.4507,1816
0.3937,0.1349,0.2126,0.2065,0.0985,0.0468,0.0153,0.0153,0.1752,0.0978,1817
0.4201,0.1475,0.3288,0.2538,0.1393,0.0743,0.0413,0.0413,0.2022,0.253,1818
0.4355,0.2131,0.3387,0.2532,0.1507,0.1057,0.0628,0.0628,0.3715,0.3573,1819
0.1967,0.0833,0.1639,0.1084,0.0514,0.0148,0.008,0.008,0.2163,0.1148,1820
0.556,0.3191,0.471,0.2781,0.2125,0.1675,0.133,0.133,0.311,0.4329,1821
0.4831,0.2222,0.3814,0.2286,0.1399,0.0843,0.0552,0.0552,0.2425,0.2834,1822
0.5238,0.2169,0.381,0.3522,0.2082,0.1393,0.1007,0.1007,0.2597,0.2988,1823
0.4371,0.1745,0.2517,0.2941,0.1566,0.1057,0.0733,0.0733,0.3077,0.3427,1824
0.3529,0.119,0.2235,0.2644,0.1358,0.0279,0.0127,0.0127,0.1873,0.1527,1825
0.4156,0.2237,0.3247,0.3117,0.1921,0.1253,0.0945,0.0945,0.1901,0.1906,1826
0.3784,0.1091,0.2432,0.2312,0.1071,0.0548,0.0186,0.0186,0.1751,0.2545,1827
0.5714,0.3256,0.4516,0.335,0.2436,0.1907,0.153,0.153,0.2538,0.4542,1828
0.5294,0.2079,0.3922,0.4187,0.2315,0.1387,0.0405,0.0405,0.3112,0.2914,1829
0.4247,0.1944,0.1781,0.3059,0.2001,0.1131,0.0365,0.0365,0.3294,0.2317,1830
0.2679,0.058,0.1627,0.2282,0.0779,0.0379,0.0149,0.0149,0.1374,0.0382,1831
0.4824,0.132,0.2714,0.34,0.1468,0.0582,0.0207,0.0207,0.2116,0.281,1832
0.5654,0.3069,0.4607,0.4286,0.3046,0.2491,0.2145,0.2145,0.3693,0.4466,1833
0.3784,0.0411,0.1757,0.2283,0.0708,0.0177,0.0089,0.0089,0.2538,0.2607,1834
0.493,0.1408,0.3256,0.2678,0.0938,0.0418,0.0158,0.0158,0.2075,0.3029,1835
0.5161,0.2174,0.2688,0.3907,0.243,0.1694,0.1148,0.1148,0.3405,0.1977,1836
0.4378,0.201,0.2786,0.2955,0.1881,0.129,0.0867,0.0867,0.2554,0.1964,1837
0.6102,0.3429,0.5085,0.4396,0.2795,0.1381,0.074,0.074,0.4647,0.4218,1838
0.5427,0.2234,0.392,0.3488,0.2159,0.1306,0.0652,0.0652,0.3397,0.3008,1839
0.3597,0.0876,0.259,0.2088,0.0963,0.0471,0.0186,0.0186,0.3062,0.2695,1840
0.4096,0.1538,0.257,0.2416,0.1355,0.0796,0.0409,0.0409,0.2313,0.2152,1841
0.407,0.2353,0.3023,0.2911,0.2026,0.1551,0.1184,0.1184,0.2634,0.1087,1842
0.3259,0.1642,0.2593,0.1767,0.1225,0.0907,0.0744,0.0744,0.1845,0.13,1843
0.2755,0.0515,0.1633,0.1629,0.035,0.0098,0.0052,0.0052,0.1032,0.1329,1844
0.3553,0.1325,0.2171,0.1022,0.0553,0.0278,0.015,0.015,0.1709,0.1596,1845
0.4432,0.1954,0.2841,0.3488,0.1922,0.13,0.0853,0.0853,0.2747,0.2496,1846
0.3355,0.1438,0.2839,0.1932,0.1247,0.0898,0.0642,0.0642,0.1999,0.1979,1847
0.4503,0.2685,0.3576,0.2976,0.1986,0.1424,0.1093,0.1093,0.3633,0.2668,1848
0.2319,0.0735,0.1449,0.1325,0.0804,0.0542,0.0211,0.0211,0.2263,0.0561,1849
0.3764,0.1487,0.2583,0.1452,0.0866,0.0494,0.0265,0.0265,0.1609,0.2078,1850
0.3789,0.1702,0.2737,0.3096,0.197,0.1179,0.077,0.077,0.2245,0.2747,1851
0.4729,0.2388,0.3054,0.2994,0.1945,0.1089,0.0325,0.0325,0.2507,0.2095,1852
0.557,0.359,0.4557,0.4022,0.3257,0.2819,0.2519,0.2519,0.5538,0.4245,1853
0.4607,0.1591,0.3146,0.2771,0.1163,0.0694,0.0452,0.0452,0.2025,0.2438,1854
0.4148,0.1805,0.3259,0.236,0.1158,0.0249,0.0116,0.0116,0.3818,0.2544,1855
0.3377,0.1184,0.2338,0.2235,0.1153,0.0543,0.021,0.021,0.2505,-0.0154,1856
0.3059,0.0595,0.1765,0.2614,0.0949,0.0471,0.0187,0.0187,0.1912,0.1757,1857
0.4262,0.1878,0.306,0.3122,0.1814,0.1017,0.0581,0.0581,0.1954,0.2859,1858
0.3899,0.1146,0.2642,0.2903,0.1376,0.0593,0.0219,0.0219,0.3269,0.164,1859
0.3462,0.1039,0.1795,0.2342,0.121,0.0571,0.0221,0.0221,0.2096,0.2097,1860
0.1672,0.0842,0.1463,0.0897,0.0585,0.0404,0.0313,0.0313,0.0843,-0.1523,1861
0.4275,0.1308,0.2748,0.2248,0.113,0.0604,0.04,0.04,0.2008,0.1195,1862
0.4459,0.1677,0.3185,0.3647,0.2084,0.1279,0.0935,0.0935,0.3281,0.3186,1863
0.3613,0.1307,0.2581,0.2252,0.123,0.0745,0.0489,0.0489,0.1724,0.1848,1864
0.4444,0.1743,0.2881,0.2645,0.1439,0.088,0.0608,0.0608,0.2444,0.2062,1865
0.4526,0.1324,0.3139,0.1541,0.0715,0.0325,0.0104,0.0104,0.1742,0.2457,1866
0.4513,0.1658,0.2872,0.3333,0.1844,0.0888,0.052,0.052,0.2779,0.309,1867
0.3558,0.1366,0.2331,0.2391,0.145,0.1053,0.0792,0.0792,0.2862,0.2155,1868
0.3333,0.0349,0.1724,0.2391,0.0725,0.018,0.009,0.009,0.2057,0.1235,1869
0.1636,0.037,0.1091,0.0959,0.0115,0.0057,0.004,0.004,0.1108,0.0098,1870
0.6154,0.3333,0.4835,0.4392,0.2905,0.2182,0.1595,0.1595,0.3586,0.4765,1871
0.5027,0.232,0.3607,0.4093,0.2441,0.15,0.0938,0.0938,0.3104,0.2977,1872
0.5806,0.2283,0.3978,0.4602,0.28,0.2009,0.1543,0.1543,0.3789,0.4835,1873
0.5297,0.2295,0.3568,0.4468,0.2858,0.1922,0.1405,0.1405,0.3845,0.461,1874
0.4727,0.1376,0.2545,0.2524,0.1136,0.0457,0.0164,0.0164,0.2229,0.2713,1875
0.3357,0.1135,0.2378,0.1772,0.0674,0.0181,0.0094,0.0094,0.1529,0.1811,1876
0.44,0.1414,0.31,0.2985,0.1502,0.0727,0.024,0.024,0.2454,0.2415,1877
0.4796,0.2374,0.3348,0.2606,0.1725,0.1198,0.0842,0.0842,0.2071,0.1796,1878
0.3822,0.1032,0.2293,0.3038,0.1248,0.0587,0.0227,0.0227,0.2037,0.2014,1879
0.4755,0.2281,0.3019,0.2235,0.1461,0.0912,0.0529,0.0529,0.2556,0.2725,1880
0.5042,0.2627,0.2689,0.2083,0.1361,0.0942,0.0556,0.0556,0.2071,0.3274,1881
0.4717,0.2,0.2736,0.3268,0.2013,0.1334,0.0947,0.0947,0.283,0.2548,1882
0.3576,0.1208,0.2119,0.1744,0.0641,0.017,0.0088,0.0088,0.1725,0.151,1883
0.4225,0.1571,0.3239,0.2273,0.1022,0.0495,0.0194,0.0194,0.2211,0.2663,1884
0.2882,0.0881,0.1834,0.1291,0.0619,0.0285,0.0109,0.0109,0.1174,-0.0261,1885
0.3448,0.1259,0.2345,0.253,0.1571,0.0848,0.0295,0.0295,0.2808,0.2549,1886
0.3016,0.129,0.2222,0.1882,0.1059,0.0513,0.0201,0.0201,0.3376,0.1459,1887
0.3727,0.1468,0.2091,0.2412,0.1441,0.091,0.0485,0.0485,0.1888,0.1721,1888
0.4262,0.1547,0.3169,0.3205,0.1863,0.1283,0.0941,0.0941,0.2676,0.2346,1889
0.4309,0.2346,0.3757,0.3341,0.249,0.2018,0.1696,0.1696,0.3023,0.3158,1890
0.4688,0.1474,0.25,0.322,0.1645,0.1048,0.078,0.078,0.2147,0.2633,1891
0.362,0.1644,0.2896,0.2521,0.1627,0.112,0.081,0.081,0.181,0.173,1892
0.3629,0.1301,0.2419,0.1768,0.077,0.0322,0.0118,0.0118,0.1346,0.1421,1893
0.378,0.16,0.2835,0.2048,0.1224,0.057,0.0219,0.0219,0.2869,0.1714,1894
0.35,0.1266,0.225,0.1895,0.1188,0.0533,0.0202,0.0202,0.2107,0.239,1895
0.3012,0.0854,0.2169,0.2184,0.0873,0.0448,0.0181,0.0181,0.2005,0.1517,1896
0.3724,0.1259,0.2483,0.2353,0.0917,0.0466,0.0187,0.0187,0.2896,0.203,1897
0.3565,0.1404,0.2435,0.1849,0.1074,0.0584,0.0328,0.0328,0.144,0.1675,1898
0.3282,0.1347,0.2359,0.2681,0.1468,0.0759,0.0259,0.0259,0.1993,0.1071,1899
0.313,0.0531,0.2087,0.1806,0.0713,0.0194,0.0101,0.0101,0.1985,0.1954,1900
0.5134,0.2703,0.3957,0.3709,0.2497,0.171,0.1194,0.1194,0.3696,0.263,1901
0.4138,0.1977,0.3103,0.3439,0.2364,0.1808,0.149,0.149,0.2821,0.2295,1902
0.3415,0.1281,0.2634,0.2593,0.1325,0.0767,0.0529,0.0529,0.2063,-0.0329,1903
0.2562,0.0796,0.1576,0.1483,0.0646,0.0158,0.0079,0.0079,0.1335,-0.054,1904
0.3729,0.0914,0.2147,0.266,0.107,0.0499,0.0192,0.0192,0.2345,0.1445,1905
0.479,0.2545,0.3832,0.4321,0.2846,0.1832,0.0942,0.0942,0.3127,0.3177,1906
0.3358,0.1037,0.2336,0.1647,0.0626,0.0168,0.0087,0.0087,0.2299,0.2247,1907
0.402,0.2132,0.3317,0.3093,0.2046,0.1456,0.0996,0.0996,0.2566,0.2965,1908
0.5085,0.2137,0.3898,0.2864,0.1718,0.1049,0.0525,0.0525,0.2428,0.3584,1909
0.2901,0.0559,0.1543,0.074,0.0292,0.0118,0.0043,0.0043,0.1211,0.0433,1910
0.3741,0.1314,0.259,0.2469,0.1361,0.0889,0.0652,0.0652,0.2578,0.1287,1911
0.4599,0.1985,0.3212,0.2132,0.1343,0.0676,0.034,0.034,0.1846,0.2587,1912
0.5134,0.2625,0.3985,0.2102,0.1432,0.1033,0.0741,0.0741,0.2415,0.2725,1913
0.216,0.0565,0.112,0.1176,0.0529,0.0323,0.012,0.012,0.0887,0.0142,1914
0.4337,0.1341,0.3373,0.3034,0.1661,0.0983,0.0577,0.0577,0.2176,0.2623,1915
0.4035,0.2471,0.3333,0.1049,0.0759,0.0605,0.0495,0.0495,0.203,0.2438,1916
0.4157,0.1477,0.2809,0.2651,0.1307,0.0823,0.0498,0.0498,0.2475,0.1859,1917
0.4397,0.1727,0.3546,0.2564,0.1414,0.0297,0.0137,0.0137,0.2015,0.237,1918
0.3378,0.0959,0.2162,0.1975,0.0861,0.0211,0.0105,0.0105,0.2086,0.1634,1919
0.304,0.1138,0.24,0.1628,0.0875,0.0567,0.0385,0.0385,0.2658,0.1378,1920
0.4308,0.1406,0.2769,0.2877,0.1548,0.0696,0.0264,0.0264,0.2277,0.1585,1921
0.4649,0.2212,0.3596,0.2328,0.1435,0.0904,0.0547,0.0547,0.2303,0.3461,1922
0.3719,0.0609,0.1809,0.2932,0.1166,0.0503,0.0187,0.0187,0.173,0.1521,1923
0.4177,0.1667,0.3291,0.3012,0.1818,0.0935,0.0565,0.0565,0.276,0.1747,1924
0.4358,0.2486,0.3911,0.3137,0.2229,0.1813,0.1567,0.1567,0.4169,0.3319,1925
0.3046,0.0821,0.1624,0.1922,0.0768,0.0394,0.0159,0.0159,0.163,0.087,1926
0.4153,0.1538,0.2797,0.2118,0.0981,0.0399,0.0143,0.0143,0.158,0.2401,1927
0.6771,0.4526,0.5625,0.5057,0.3981,0.3426,0.3007,0.3007,0.4649,0.5104,1928
0.4917,0.2521,0.3417,0.3399,0.2252,0.1493,0.0902,0.0902,0.2679,0.2954,1929
0.5303,0.3435,0.4394,0.2491,0.1903,0.1526,0.123,0.123,0.2806,0.3502,1930
0.5652,0.3158,0.4435,0.339,0.2342,0.1671,0.1254,0.1254,0.3387,0.3262,1931
0.3353,0.097,0.2515,0.3077,0.1547,0.0931,0.055,0.055,0.2065,0.0845,1932
0.3922,0.1287,0.2451,0.1893,0.0888,0.0511,0.0327,0.0327,0.1532,0.1633,1933
0.337,0.1209,0.2283,0.1794,0.0782,0.0192,0.0095,0.0095,0.1287,0.0405,1934
0.2586,0.0351,0.1724,0.1714,0.0705,0.0194,0.0102,0.0102,0.2064,0.0325,1935
0.3881,0.1667,0.2836,0.2308,0.1132,0.0524,0.0201,0.0201,0.3054,0.3221,1936
0.4333,0.1348,0.2778,0.3479,0.1778,0.0899,0.0303,0.0303,0.2383,0.2734,1937
0.3129,0.1241,0.2177,0.2381,0.1607,0.1301,0.108,0.108,0.2709,0.0546,1938
0.4505,0.2273,0.3243,0.3607,0.2383,0.1623,0.1097,0.1097,0.2949,0.2516,1939
0.3729,0.1371,0.2373,0.22,0.1185,0.0533,0.0202,0.0202,0.1717,0.1433,1940
0.4417,0.1615,0.3436,0.3085,0.1629,0.0953,0.0555,0.0555,0.2965,0.313,1941
0.3371,0.1023,0.191,0.2546,0.1092,0.0242,0.0114,0.0114,0.1585,0.1462,1942
0.4397,0.1295,0.2979,0.3333,0.1678,0.0738,0.0276,0.0276,0.2997,0.1317,1943
0.5035,0.1844,0.3636,0.2759,0.1498,0.0642,0.0237,0.0237,0.3769,0.442,1944
0.4914,0.2312,0.32,0.4074,0.2367,0.1286,0.0723,0.0723,0.2928,0.3636,1945
0.3745,0.0773,0.2383,0.2228,0.0885,0.0382,0.0142,0.0142,0.1915,0.1368,1946
0.2517,0.0567,0.1678,0.1566,0.0437,0.0133,0.0074,0.0074,0.1499,0.0241,1947
0.5455,0.2414,0.3977,0.4698,0.2932,0.1854,0.1243,0.1243,0.3998,0.3406,1948
0.252,0.096,0.189,0.1444,0.057,0.0155,0.0081,0.0081,0.2247,0.1987,1949
0.4493,0.1618,0.3043,0.3117,0.1811,0.1298,0.1043,0.1043,0.3119,0.2465,1950
0.4242,0.1963,0.3152,0.2963,0.161,0.069,0.0255,0.0255,0.2206,0.2498,1951
0.3478,0.1176,0.2319,0.2159,0.0863,0.0205,0.01,0.01,0.2626,0.2502,1952
0.1021,0.0601,0.1021,0.0328,0.022,0.0122,0.0051,0.0051,0.0457,-0.328,1953
0.4684,0.2472,0.3271,0.1746,0.1216,0.0895,0.0682,0.0682,0.2193,0.2855,1954
0.4026,0.1316,0.2727,0.2391,0.1356,0.0742,0.0463,0.0463,0.2387,0.2399,1955
0.4627,0.1739,0.298,0.238,0.1171,0.0525,0.0167,0.0167,0.1901,0.1896,1956
0.398,0.1649,0.2551,0.3172,0.1596,0.0637,0.0227,0.0227,0.2241,0.1861,1957
0.3564,0.1,0.2079,0.1983,0.0959,0.0524,0.0184,0.0184,0.1629,0.1624,1958
0.44,0.1313,0.29,0.2762,0.1311,0.0815,0.0456,0.0456,0.231,0.0942,1959
0.3951,0.1875,0.284,0.3034,0.1947,0.1204,0.0798,0.0798,0.2848,0.2345,1960
0.32,0.0707,0.19,0.1432,0.0545,0.0128,0.0062,0.0062,0.116,0.035,1961
0.5551,0.2578,0.3789,0.3879,0.2466,0.1425,0.0825,0.0825,0.3125,0.3878,1962
0.4486,0.1604,0.3271,0.2736,0.1631,0.1003,0.0694,0.0694,0.2307,0.2114,1963
0.4796,0.1918,0.3439,0.3261,0.1937,0.1204,0.0801,0.0801,0.2903,0.2373,1964
0.3239,0.1,0.1972,0.2353,0.1183,0.0696,0.045,0.045,0.2635,0.179,1965
0.4551,0.1212,0.2395,0.4048,0.1848,0.0747,0.0268,0.0268,0.294,0.3395,1966
0.3538,0.1094,0.2,0.2676,0.1237,0.0281,0.0134,0.0134,0.2677,0.1196,1967
0.5217,0.2308,0.337,0.413,0.2695,0.2189,0.1853,0.1853,0.3113,0.3799,1968
0.4485,0.1718,0.2303,0.3718,0.2085,0.1318,0.0884,0.0884,0.2464,0.1419,1969
0.4,0.1951,0.32,0.2143,0.1245,0.0828,0.0612,0.0612,0.3266,0.2133,1970
0.2586,0.0877,0.2241,0.1311,0.0468,0.0155,0.0089,0.0089,0.1033,0.0033,1971
0.375,0.1429,0.2188,0.1739,0.0874,0.0554,0.0372,0.0372,0.308,0.2266,1972
0.2857,0.0126,0.1366,0.2375,0.0548,0.0157,0.0084,0.0084,0.1273,0.1257,1973
0.4204,0.1419,0.2803,0.3055,0.1607,0.0904,0.0572,0.0572,0.2123,0.1423,1974
0.6391,0.3473,0.4734,0.4762,0.303,0.1887,0.135,0.135,0.3661,0.418,1975
0.314,0.0504,0.1983,0.1918,0.0894,0.0224,0.0113,0.0113,0.1968,0.0981,1976
0.56,0.3408,0.4444,0.3847,0.2931,0.2501,0.2192,0.2192,0.3411,0.3614,1977
0.3478,0.0965,0.2,0.2324,0.1149,0.06,0.0206,0.0206,0.1944,0.054,1978
0.4839,0.2662,0.4129,0.2079,0.1478,0.1181,0.0993,0.0993,0.2547,0.2662,1979
0.4805,0.2368,0.4026,0.3896,0.2582,0.1839,0.1139,0.1139,0.3015,0.322,1980
0.2778,0.0449,0.1778,0.2222,0.0865,0.0204,0.0099,0.0099,0.1336,-0.0081,1981
0.4898,0.2371,0.3469,0.3854,0.2702,0.2105,0.1683,0.1683,0.3087,0.2191,1982
0.4044,0.1547,0.2295,0.3333,0.1731,0.0698,0.025,0.025,0.2201,0.2507,1983
0.3158,0.08,0.1842,0.1882,0.0947,0.0476,0.0191,0.0191,0.2063,0.042,1984
0.36,0.0811,0.2533,0.1978,0.0812,0.042,0.017,0.017,0.2757,0.2386,1985
0.375,0.1609,0.2727,0.3077,0.1849,0.1154,0.0769,0.0769,0.2543,0.2088,1986
0.3916,0.1702,0.3357,0.2439,0.1552,0.1146,0.0786,0.0786,0.2674,0.1894,1987
0.288,0.0488,0.192,0.1733,0.0484,0.0147,0.0082,0.0082,0.1965,0.0056,1988
0.4027,0.2177,0.3087,0.2553,0.1889,0.1517,0.1232,0.1232,0.4311,0.2938,1989
0.3858,0.1333,0.2538,0.3021,0.1595,0.0933,0.0544,0.0544,0.2612,0.1687,1990
0.2436,0.1039,0.2051,0.0623,0.0326,0.0167,0.0068,0.0068,0.1227,-0.0208,1991
0.5134,0.2162,0.385,0.3864,0.2214,0.1465,0.1005,0.1005,0.3008,0.2906,1992
0.4318,0.1494,0.2727,0.3103,0.1802,0.0914,0.0309,0.0309,0.2489,0.2505,1993
0.4502,0.2358,0.3377,0.2472,0.1713,0.1341,0.1054,0.1054,0.2044,0.3267,1994
0.4138,0.1493,0.3054,0.274,0.1423,0.0912,0.0616,0.0616,0.235,0.1689,1995
0.3636,0.0921,0.2078,0.2561,0.1257,0.0582,0.0224,0.0224,0.2375,0.207,1996
0.384,0.1789,0.288,0.2346,0.1532,0.1059,0.0822,0.0822,0.2939,0.1219,1997
0.3139,0.1176,0.2511,0.1588,0.0938,0.0608,0.0391,0.0391,0.1639,0.0499,1998
0.455,0.2032,0.3175,0.2947,0.1771,0.119,0.0925,0.0925,0.2596,0.1858,1999
0.4321,0.125,0.2716,0.3659,0.1646,0.0878,0.0304,0.0304,0.3105,0.2459,2000
0.5057,0.2738,0.3925,0.2676,0.1811,0.123,0.0874,0.0874,0.2829,0.3132,2001
0.4217,0.1829,0.3133,0.321,0.1792,0.1176,0.0803,0.0803,0.288,0.3332,2002
0.4237,0.1795,0.2797,0.2482,0.1477,0.0885,0.0459,0.0459,0.2131,0.24,2003
0.3151,0.1806,0.2466,0.2048,0.1322,0.0952,0.0573,0.0573,0.207,0.1548,2004
0.3907,0.1596,0.307,0.2625,0.1624,0.1153,0.0819,0.0819,0.2369,0.3559,2005
0.4096,0.122,0.2651,0.3222,0.1805,0.1036,0.0336,0.0336,0.2058,0.293,2006
0.3443,0.1167,0.2131,0.1687,0.0641,0.037,0.0159,0.0159,0.2105,0.2016,2007
0.3933,0.1136,0.2584,0.2967,0.1406,0.0874,0.0525,0.0525,0.2258,0.2074,2008
0.5208,0.2526,0.4062,0.3983,0.2833,0.2081,0.1537,0.1537,0.3263,0.3897,2009
0.2135,0.0502,0.1495,0.0603,0.0192,0.0048,0.0024,0.0024,0.0703,-0.0326,2010
0.5087,0.2105,0.3815,0.4043,0.2206,0.1334,0.0875,0.0875,0.3057,0.3168,2011
0.3077,0.1418,0.2657,0.2045,0.1283,0.0985,0.0762,0.0762,0.2267,0.1532,2012
0.3699,0.1404,0.2659,0.2231,0.1173,0.0755,0.026,0.026,0.192,0.2499,2013
0.5473,0.2915,0.408,0.4231,0.3009,0.2262,0.1685,0.1685,0.3549,0.3319,2014
0.4277,0.2456,0.3468,0.3735,0.2863,0.242,0.2052,0.2052,0.2792,0.2047,2015
0.4235,0.119,0.2471,0.3293,0.1426,0.0633,0.0238,0.0238,0.2048,0.2193,2016
0.5134,0.1622,0.3209,0.3865,0.2049,0.0973,0.0566,0.0566,0.3052,0.3298,2017
0.4124,0.2145,0.3436,0.1568,0.1025,0.0744,0.0587,0.0587,0.1849,0.2833,2018
0.4129,0.2403,0.3355,0.1431,0.104,0.082,0.0665,0.0665,0.1702,0.2234,2019
0.4218,0.1793,0.3265,0.3289,0.1987,0.1287,0.0968,0.0968,0.3211,0.3112,2020
0.374,0.1157,0.2276,0.1831,0.0511,0.0156,0.0086,0.0086,0.1713,0.1565,2021
0.3657,0.1734,0.2629,0.3059,0.2001,0.1425,0.1153,0.1153,0.1817,0.2338,2022
0.4563,0.1667,0.3204,0.3008,0.1389,0.0922,0.0712,0.0712,0.2491,0.2461,2023
0.4947,0.2128,0.2947,0.4089,0.2551,0.1845,0.1422,0.1422,0.3377,0.3197,2024
0.4975,0.2312,0.3383,0.3444,0.2058,0.1206,0.0779,0.0779,0.3014,0.318,2025
0.4233,0.1604,0.3386,0.3016,0.178,0.1348,0.1096,0.1096,0.2069,0.2837,2026
0.3051,0.1379,0.2034,0.1266,0.057,0.0348,0.0153,0.0153,0.1397,0.1956,2027
0.4103,0.1865,0.3179,0.2915,0.194,0.1468,0.1158,0.1158,0.2231,0.1516,2028
0.3355,0.1176,0.2581,0.2152,0.091,0.0221,0.0109,0.0109,0.1793,0.192,2029
0.3273,0.1009,0.2182,0.1925,0.0834,0.037,0.0139,0.0139,0.1353,0.0955,2030
0.4091,0.1756,0.2879,0.1562,0.0907,0.0501,0.0314,0.0314,0.1745,0.2378,2031
0.3429,0.1322,0.2,0.0946,0.0555,0.0354,0.0261,0.0261,0.1575,0.039,2032
0.4488,0.197,0.3122,0.2779,0.1676,0.1073,0.0778,0.0778,0.2312,0.246,2033
0.208,0.0431,0.1346,0.0733,0.0261,0.006,0.0029,0.0029,0.0876,-0.0834,2034
0.5586,0.3,0.3874,0.353,0.2436,0.1716,0.1262,0.1262,0.3156,0.4108,2035
0.2857,0.0789,0.2078,0.1724,0.0633,0.0168,0.0087,0.0087,0.1673,0.1578,2036
0.4436,0.197,0.2782,0.1663,0.0986,0.0588,0.0346,0.0346,0.181,0.2109,2037
0.2199,0.0529,0.178,0.163,0.0599,0.0158,0.0082,0.0082,0.1167,-0.216,2038
0.4094,0.1905,0.2362,0.2006,0.1247,0.0811,0.0571,0.0571,0.2161,0.2199,2039
0.3122,0.0985,0.2537,0.2244,0.0833,0.0193,0.0093,0.0093,0.1685,0.1305,2040
0.3114,0.0485,0.1916,0.2381,0.0536,0.0152,0.0081,0.0081,0.1923,0.0295,2041
0.4091,0.1231,0.2727,0.2273,0.1143,0.0534,0.0206,0.0206,0.3446,0.3689,2042
0.4337,0.1538,0.3052,0.2435,0.1397,0.0697,0.0211,0.0211,0.2086,0.1862,2043
0.4719,0.2792,0.397,0.1962,0.15,0.1183,0.0939,0.0939,0.2937,0.4228,2044
0.513,0.2105,0.4,0.317,0.1822,0.1207,0.0876,0.0876,0.2907,0.3417,2045
0.2162,0.055,0.1441,0.0941,0.0473,0.0139,0.0076,0.0076,0.2357,0.1461,2046
0.5189,0.2404,0.4216,0.4363,0.2758,0.1927,0.1359,0.1359,0.35,0.3524,2047
0.4552,0.2222,0.3517,0.1464,0.0955,0.0649,0.0508,0.0508,0.1935,0.2195,2048
0.4124,0.125,0.2784,0.272,0.1224,0.0823,0.0569,0.0569,0.1818,0.2563,2049
0.398,0.0928,0.2245,0.2442,0.1118,0.06,0.0209,0.0209,0.1654,0.1852,2050
0.3781,0.0905,0.2289,0.274,0.1331,0.094,0.0697,0.0697,0.1876,0.1931,2051
0.4099,0.1635,0.2981,0.2706,0.1135,0.0249,0.0117,0.0117,0.2305,0.2784,2052
0.3135,0.1093,0.1946,0.1925,0.094,0.0468,0.0186,0.0186,0.1648,0.0831,2053
0.3689,0.098,0.2039,0.2059,0.0798,0.0368,0.0141,0.0141,0.1488,0.0557,2054
0.1674,0.0657,0.1302,0.0736,0.028,0.0162,0.0069,0.0069,0.0702,-0.2104,2055
0.4574,0.1797,0.2713,0.2311,0.1371,0.0785,0.0524,0.0524,0.2386,0.207,2056
0.4453,0.1796,0.251,0.2179,0.1363,0.0778,0.0469,0.0469,0.2311,0.2102,2057
0.2778,0.1509,0.1852,0.1098,0.0638,0.0467,0.0337,0.0337,0.2621,0.1251,2058
0.186,0.0,0.124,0.1059,0.0112,0.0053,0.0037,0.0037,0.1222,0.1052,2059
0.5377,0.2286,0.3585,0.3745,0.2356,0.1547,0.0747,0.0747,0.2846,0.298,2060
0.4135,0.1617,0.2954,0.2634,0.1451,0.0948,0.0584,0.0584,0.1958,0.1052,2061
0.4129,0.1438,0.2968,0.2727,0.1374,0.0281,0.0127,0.0127,0.2046,0.1339,2062
0.3737,0.1045,0.2353,0.11,0.0553,0.0326,0.0211,0.0211,0.1829,0.1102,2063
